user_id,username,fullname,is_verified,is_private,media_count,follower_count,following_count,bio,website,emails,scrape_of,scraped_at
2214402355,victorianataliaq_,,False,True,1386,79,215,"Clase 95.
🌅 Correntina
🇦🇷 ARG
𝓬𝓾𝓪𝓷𝓭𝓸 𝓾𝓷𝓪 𝓶𝓾𝓳𝓮𝓻 𝓮𝓼 𝓽𝓸𝓭𝓸 𝓽𝓮𝓻𝓻𝓮𝓷𝓸 𝓵𝓸 𝓺𝓾𝓮 𝓼𝓸𝓫𝓻𝓪𝓷 𝓼𝓸𝓷 𝓬𝓪𝓶𝓲𝓷𝓸𝓼 !😉",,[],santicomba,2021-05-15 17:42:24.836179
35713151835,jeny.ssosa,Jeny Sosa,False,True,0,145,101,Hay quien se pinta la cara y otros pintados están♻️👩‍🎨,,[],santicomba,2021-05-15 17:42:24.836179
1054003015,ivalu03,Ivalú,False,False,505,1233,2093,,,[],santicomba,2021-05-15 17:42:24.836179
5539229802,solth24,SolTH,False,True,184,152,2193,"La máxima victoria, es la que se gana sobre uno mismo ☯️                                                       Animalista 🐶🐩🐕🐬🐳🐴🐷🦊🐘🕊",,[],santicomba,2021-05-15 17:42:24.836179
605677751,vitolo_1234,Victor Madrid 🎗️,False,True,108,1170,1821,"C.C.R. Alt Berguedà⚽
Crossfit🏋🏽
21🔰
Bagà 🏠
No more excuses🔥",,[],santicomba,2021-05-15 17:42:24.836179
403279809,lutycardozo,Luciana Cardozo 🧿,False,True,76,557,1679,🌱🌼🏋🏻‍♀️✈️🇺🇾,,[],santicomba,2021-05-15 17:42:24.836179
2033391384,florencia__medeiros,Florencia Medeiros,False,True,868,5646,1983,"📍Montevideo 
📚📚 en Udelar
2️⃣3️⃣♌
Fluir, no forzar 💫💫
https://www.facebook.com/florencia.medeiros",,[],santicomba,2021-05-15 17:42:24.836179
1242050962,denisli1708,Denis Li,False,False,175,322,1563,"कला. I’m an amateur artist who try to capture everything: people, emotions, animals, forests, water, light.....the very essence of life.....Leo ♌️",,[],santicomba,2021-05-15 17:42:24.836179
4821330226,rubenmendez._,Rubén Méndezc,False,True,81,135,394,,,[],santicomba,2021-05-15 17:42:24.836179
384422860,valeizquii,Vale Izquierdo,False,True,497,806,905,,,[],santicomba,2021-05-15 17:42:24.836179
1546274888,nativarini,Nati Varini,False,True,325,413,1602,,,[],santicomba,2021-05-15 17:42:24.836179
1627158023,ger1492,Germán Perugorría Pans,False,True,5,147,2176,Twitter: @gpp1492,,[],santicomba,2021-05-15 17:42:24.836179
15605525515,tatianaosorio925,Tatiana Osorio,False,True,400,811,1248,"Francesca Catalina💜
Como voy a huir de mi locura si con ella me siento libre.",,[],santicomba,2021-05-15 17:42:24.836179
6425294526,senon19,ＡＧＵＳＴＩＮ ＳＥＮＡ,False,True,86,3252,2347,"Periodista en proceso, retomando FCEA 📚 
CEO: @mrphone_uy 📱
~ Create yourself ~",,[],santicomba,2021-05-15 17:42:24.836179
47832812156,fkn.bby00,~𝓕𝓾𝓬𝓴𝓲𝓷𝓰*𝓑𝓫𝔂 *~,False,False,0,16,234,"FB|®📌👣
| | 𝒆𝒔𝒕𝒐 𝒏𝒐 𝒆𝒔 𝒖𝒏 𝒄𝒖𝒆𝒏𝒕𝒐☠️🇦🇴 | |",,[],santicomba,2021-05-15 17:42:24.836179
35865230592,lugardeescucha,Luis Jiménez,False,False,39,461,812,"Psicólogo clínico 
🛋Acompañamiento telemático y presencial
👂🏼Atención a la niñez, adolescencia y adultez
🙋🏽‍♂️Especialista en @caracasmedicalcenter",,[],santicomba,2021-05-15 17:42:24.836179
1951394941,robertlom,Robert Lombardo,False,True,5,171,253,♌️,,[],santicomba,2021-05-15 17:42:24.836179
4843744331,camimachadop,Camila Machado,False,True,34,719,560,,,[],santicomba,2021-05-15 17:42:24.836179
11229328298,javiermourino,Javier Mourino,False,False,81,1312,4348,"📍 Buenos Aires, Argentina
▫️BOOKS
▫️CAMPAÑAS
▫️FOTOS DE PRODUCTOS",,[],santicomba,2021-05-15 17:42:24.836179
45908580229,aki.store.uy,🌈 Un Poco Aesthetic Uruguay 🌈,False,False,25,110,90,"ᴀᴄᴄᴇꜱᴏʀɪᴏꜱ ᴘᴀʀᴀ ᴛᴏᴅᴏꜱ ʟᴏꜱ ᴇꜱᴛɪʟᴏꜱ
-ᴄᴏʟʟᴀʀᴇꜱ ᴋᴀɴᴅɪ 🍭
-ʜɪᴘᴘɪᴇ ᴄʀᴀꜰᴛꜱ🌈
-ᴅᴀʀᴋ ꜰᴀꜱʜɪᴏɴ💀 
ꜱᴛᴏᴄᴋ ʟɪᴍɪᴛᴀᴅᴏ - ᴘᴇᴅɪᴅᴏꜱ ᴘᴇʀꜱᴏɴᴀʟɪᴢᴀᴅᴏꜱ",,[],santicomba,2021-05-15 17:42:24.836179
8514542346,carola.ps.27,Carola Ps,False,False,3,630,2170,,,[],santicomba,2021-05-15 17:42:24.836179
5384626783,dilann_g,Dilann Guzmán,False,True,64,545,792,"⚡ be a better person ⚡
📍🇨🇴",,[],santicomba,2021-05-15 17:42:24.836179
333502293,nassarsaid,Ｓａｉｄ  Ｎａｓｓａｒ - Ｍｕｓｉｃａ Ｃａｔｏｌｉｃａ,False,False,2698,2974,1752,"Canto para Dios 🎶
Cantautor #Catolico ✝ 🎸🎤 
Miembro de @arca_vzla
TODO LO QUE NECESITAS SABER
⬇️⬇️⬇️ESTA AQUI⬇️⬇️⬇️",https://linktr.ee/nassarsaid,[],santicomba,2021-05-15 17:42:24.836179
7081332956,gabyy.perdomo,Gabriela Perdomo ✨,False,True,140,376,731,,,[],santicomba,2021-05-15 17:42:24.836179
1550170991,taniabarrioss,𝓣𝓪𝓷𝓲𝓪 𝓑𝓪𝓻𝓻𝓲𝓸𝓼,False,True,187,569,566,"• Estudiante de Abogacía, FDER 👩🏼‍⚖️⚖️📚
• Titulo terciario, Procuradora 🎓
• Librana 21/10 ♎️🎂🎁
📍Montevideo/Florida",,[],santicomba,2021-05-15 17:42:24.836179
177328421,mariajose1712,Maria Jose Ortega,False,False,603,1667,1544,"@flamingorosamedia 🦩
@fly_select_  🛩",http://www.flamingorosamedia.com/,[],santicomba,2021-05-15 17:42:24.836179
641784859,animor,Romina Machado,False,True,1448,595,734,,,[],santicomba,2021-05-15 17:42:24.836179
2294407279,silverarussi,Yindry Silvera Russi,False,True,116,1016,523,PROCURADOR   ⚖️,http://hotmail.com/,[],santicomba,2021-05-15 17:42:24.836179
1414699790,carolina1love,C  A  R  O  L  I  N  A  ♡,False,True,455,15440,1253,🇨🇱!!,,[],santicomba,2021-05-15 17:42:24.836179
268479111,solgonzalezm,Sol,False,True,92,1683,560,". Owner @fitmecollectionuy
. Abogada ⚖️
. Nutrición deportiva📝",,[],santicomba,2021-05-15 17:42:24.836179
4518085463,a04103025620210,0000000,False,True,0,0,67,,,[],santicomba,2021-05-15 17:42:24.836179
249361993,hernance,Hernán Capote,False,True,115,129,182,"Laboratorista en Odontología 🦷
-
🎬🍿🎥",,[],santicomba,2021-05-15 17:42:24.836179
2041218543,lucas_beathyate,Lucas Beathyate Mascherini,False,False,22,3557,4332,"Lbm Studios
📍Montevideo Uruguay
📧info@lbmstudios.com",,['info@lbmstudios.com'],santicomba,2021-05-15 17:42:24.836179
1633835703,gastongferreyra,Gaston Ferreyra,False,True,474,272,851,Seguime en el link que está abajo en mis viajes por el 🌏 instagram forelworld 👇👇👇,https://instagram.com/forelworld?igshid=1wi5mkwg00qc5,[],santicomba,2021-05-15 17:42:24.836179
45689621021,noesparajugar_,Leonor Perera,False,False,0,101,102,,,[],santicomba,2021-05-15 17:42:24.836179
4025837802,ale_wines,Alexa Hacob,False,True,7,64,388,"Wine lover🍷
Traveller✈️
Napa CA.🇺🇸🇦🇷",,[],santicomba,2021-05-15 17:42:24.836179
347660458,_abermeo,,False,True,67,423,401,"Que todo fluya, que nada influya, you can’t teach heart 🔵 Hakuna Matata 🤙🏻",,[],santicomba,2021-05-15 17:42:24.836179
27462830913,luxtenebris7,lux tenebris,False,False,3,60,98,,,[],santicomba,2021-05-15 17:42:24.836179
7343292608,sulandernow,Hernan Gonzalez,False,False,1451,1075,1471,Dejemos que la vida nos sorprenda,,[],santicomba,2021-05-15 17:42:24.836179
1819079802,romidancerfitness,🔺®️oMiLoVeDaNcE💃️️🔻,False,False,1185,16152,3242,"🤸 Dancer 💪 Fitness. Argentina 🇦🇷
︷︷︷︷︷︷︷︷︷︷︷︷︷
Vͮoͦlaͣndͩoͦ cͨoͦn mͫiͥs͛ рⷬrͬoͦрⷬiͥaͣs͛ aͣlaͣs͛
 (¸.•´¸♥➷♥¸.•´♥¸.•´♥¸.•*¨)",,[],santicomba,2021-05-15 17:42:24.836179
46672812467,tuterapeutaa,Armonía & Bienestar,False,False,6,77,60,"👉 Masaje terapéutico 🙇‍♂️
👉 Masaje descontracturante 🙌
👉 Piedras calientes 🧖🏽‍♀️
📲 095731536
Atlántida-Sauce-Pando-San Jacinto-Ciudad de la costa.",,[],santicomba,2021-05-15 17:42:24.836179
45282302188,nabil.simio,nabil. simio,False,False,0,508,5073,,,[],santicomba,2021-05-15 17:42:24.836179
1243164999,joaz_pedrosa,☆Espejo Humeante☆,False,True,128,1263,5869,"Comunicando formas 
Donde están tus pensamientos, están tus resultados
Leer abre jaulas 📚
El poder de hacer brillar a los demás 
25 de Mayo  La Plata",,[],santicomba,2021-05-15 17:42:24.836179
7931536980,ariel_cabrerasisto,Ariel Cabrera Sisto,False,False,76,400,609,,,[],santicomba,2021-05-15 17:42:24.836179
1415988655,camirod98,𝒞𝒶𝓂𝓊,False,False,2442,146842,1729,"𝔏𝔞 𝔳𝔦𝔡𝔞 𝔰𝔬𝔟𝔯𝔢 𝔯𝔲𝔢𝔡𝔞𝔰 ⚡️
   𝓔𝓼𝓬𝓸𝓻𝓹𝓲𝓪𝓷𝓪 ♍️
    𝒞𝒶𝓁𝓁ℯ𝒿ℯ𝓇ℴ𝓈 ✨
𝒮𝒾ℯ𝓂𝓅𝓇ℯ 𝓅ℯ𝓃̃𝒶𝓇ℴ𝓁 𝟙𝟠𝟡𝟙",,[],santicomba,2021-05-15 17:42:24.836179
7398664408,martinbena.26,𝐌𝐀𝐑𝐓𝐈𝐍 𝐁𝐄𝐍𝐀,False,False,1062,8495,6550,"▪️𝑅𝑒𝑙𝑎𝑐𝑖𝑜𝑛𝑒𝑠 𝑃𝑢́𝑏𝑙𝑖𝑐𝑎𝑠
🔊 Electrónica 🖤
🎧 🅼🅱
📍Montevideo 🇺🇾",,[],santicomba,2021-05-15 17:42:24.836179
4199111593,fercuezzo91008,Nahuel Cuezzo,False,True,33,501,953,Tucumán - Argentina 🇦🇷,,[],santicomba,2021-05-15 17:42:24.836179
31771116278,pierina2752,PiPi Carbonel,False,True,7,180,109,"(Pierina)
Hay que intentarlo hasta conseguirlo✨",,[],santicomba,2021-05-15 17:42:24.836179
536310607,presti_alejo,ᴀʟᴇᴊᴏ ᴘʀᴇsᴛɪ,False,False,193,4363,1014,"•ιи мєитєм ∂σмιтα•
📍Córdoba
📚Contador Público-UCC
🏋️‍♂️CF-L1",,[],santicomba,2021-05-15 17:42:24.836179
31216884034,paulrgdi,,False,False,200,2235,7491,"Fitness
🇺🇸🇪🇸🇨🇱",,[],santicomba,2021-05-15 17:42:24.836179
582018443,jarveis,Jarveis Jara,False,False,331,2325,6478,"Ｆｌｏｒｉａｎｏ́ｐｏｌｉｓ - Ｂｒａｓｉｌ 
🇨🇴 🇧🇷 🇦🇷 #jarveis
Business Consultant - Marketing
 #crossfit
Job @upworkinc
TikTok @jarveisjara",,[],santicomba,2021-05-15 17:42:24.836179
4125159606,fit.training.emma,Emma VIP training,False,False,247,910,46,"Personal Training 🇺🇾 
Gimnasia terapéutica 
Entrenamiento Funcional
Entrenamientos personalizados
Seguimiento personalizado 💬📧",,[],santicomba,2021-05-15 17:42:24.836179
10588837404,franzk2707,Ramirez Frank,False,True,18,70,531,""" Vive la vida como si fuera tu ultimo día “ 💪🏻🏋🏻‍♂️",,[],santicomba,2021-05-15 17:42:24.836179
user_id,username,fullname,is_verified,is_private,media_count,follower_count,following_count,bio,website,emails,scrape_of,scraped_at
user_id,username,fullname,is_verified,is_private,media_count,follower_count,following_count,bio,website,emails,scrape_of,scraped_at
user_id,username,fullname,is_verified,is_private,media_count,follower_count,following_count,bio,website,emails,scrape_of,scraped_at
6233706303,gonzalo.valdi,gonzalo valdi,False,True,30,1734,1819,,,[],santicomba,2021-05-15 17:52:30.627785
5626296459,nestoredgargonzalezmoreira,Morro,False,True,911,472,1085,,,[],santicomba,2021-05-15 17:52:30.627785
6923921592,gabrielasantana2349,Gabriela Santana,False,False,25,147,292,,,[],santicomba,2021-05-15 17:52:30.627785
46397224278,distribuidora_cordon,Distribuidora Cordón 🚚,False,False,22,1796,1135,".
🍻Bebidas y alimentos 🍪
.
🛵Abierto de L a V 24 hrs. Sábados de 8 a 14 y de 22 a 6 🕛
.
💰Pagos: Efectivo o Tarjeta 
.
Consultas/pedidos al MD 📩",,[],santicomba,2021-05-15 17:52:30.627785
2231789737,alejandra.banchieri,⏪◀🆎▶⏩ 🇺🇾,False,True,199,1021,1196,"Montevideo-Uruguay
⏩▶️@kine.banchieri
⏩▶️Estudiante de fisioterapia
Que tus actos demuestren más que tus palabras",,[],santicomba,2021-05-15 17:52:30.627785
2691396729,michael20ok,⚡MICHAEL ⚡,False,True,26,9073,4029,"⚡Salto🇺🇾
⚡Nacional🔴🔵⚪",,[],santicomba,2021-05-15 17:52:30.627785
2927698224,vale_sacramento,• 𝑽𝒂𝒍𝒆𝒏 •,False,True,246,1149,1261,"𝙰𝚕𝚌𝚊𝚗𝚣𝚊𝚛 𝚎𝚕 𝚌𝚒𝚎𝚕𝚘 𝚌𝚘𝚗 𝚕𝚘𝚜 𝚙𝚒𝚎𝚜 𝚜𝚘𝚋𝚛𝚎 𝚕𝚊 𝚝𝚒𝚎𝚛𝚛𝚊... 
/ V I V E / A M A / R I E / 
📍MVD 🇺🇾/ BR 🇧🇷
⛸🎿🧘🏼‍♀️ • 🧑🏼‍🎨🎨 • 🤍🐘",,[],santicomba,2021-05-15 17:52:30.627785
42797298063,antojitos_cositas_ricas,,False,False,14,355,834,"• Gral Roca (RN)
• Nosotros te sacamos el antojo😋
•Emprendimiento en familia👩‍👧‍👦",,[],santicomba,2021-05-15 17:52:30.627785
224925453,camipriliac,Camila Priliac,False,False,956,1905,2777,🔮🍒🍭🌺🌙🌊👙👓✌️💜💛💋😻✨💎✈️🎮🎶🎬🎨🍕🍉🌎🔮🍄🌳🌌🌞⚡️🐚🐶🕶👟🐲,http://cpriliac.tumblr.com/,[],santicomba,2021-05-15 17:52:30.627785
1938251255,nataliasena17,Natalia Sena,False,True,56,415,131,"🌎 Montevideo, Uruguay
🌸17/02/99 ♒
🐶 @nalaaa_beagle 🥰",,[],santicomba,2021-05-15 17:52:30.627785
46214296812,adri.10152021,Adriana,False,True,8,37,297,"Born in #montevideo🇺🇾
 living in #miami🇺🇸
 #italy🇮🇹 #dogmom",,[],santicomba,2021-05-15 17:52:30.627785
1755747194,hessenmachado,Hessen Machado,False,False,5,459,489,@drawingbyhess 👩🏻‍🎨✨,,[],santicomba,2021-05-15 17:52:30.627785
3612478143,deboraaltez12,Débora Nicolle Altez Tejeira,False,True,46,2090,2094,"📍Punta del Diablo-Montevideo
⚖️Fder-Udelar",,[],santicomba,2021-05-15 17:52:30.627785
3545257971,noelia_kiri,Noelia González Kirichenko,False,True,115,728,782,"Paysandu.Allavena🏀 Peñarol  🏀.Defensor 🏀 Peñarol⚽️. Tia de Paulino 
""La sencillez y la humildad hacen hermosas a las personas""😍😍",,[],santicomba,2021-05-15 17:52:30.627785
837121455,sebavignoly,Seba Vignoly,False,False,404,2873,2651,"Uruguay
Connect and capture moments 
Outdoor Photographer 
🌲⛰
@sopstudio_ | Architecture
@my.hummus | Food",,[],santicomba,2021-05-15 17:52:30.627785
1584003127,nati_diano,Nati Diano,False,True,1375,326,449,,,[],santicomba,2021-05-15 17:52:30.627785
1389361462,pradagiancarlo,Giancarlo Prada,False,False,293,1938,1338,"🇵🇪🏡 Buenos aires 🇦🇷
♎ Libra
⏳29 años
🎧 techno
📚 gastronomía IAG
""El fracaso es una gran oportunidad para empezar otra vez con más inteligencia"".",,[],santicomba,2021-05-15 17:52:30.627785
1525519789,thewqueen_,Angela Villarreal,False,True,85,2595,911,Somos lo que vibramos,https://instagram.com/wqueens.uy?igshid=didq3tj73y1p,[],santicomba,2021-05-15 17:52:30.627785
44849867146,keyla.jimm_edits,𝑓𝐚𝐥𝐞𝐞,False,False,1,503,1096,"•ᴍᴏɴᴛᴇᴠɪᴅᴇᴏ,ᴜʀᴜɢᴜᴀʏ🇺🇾
•ᴅᴇᴅɪᴄᴀᴅᴀ ᴀʜ @keyla.jimm
•ᴄʀᴇᴀᴅᴀ ᴇʟ 13 ᴅᴇ ᴍᴀʏᴏ ᴅᴇ 2021",,[],santicomba,2021-05-15 17:52:30.627785
1834632400,mar61174,Maru,False,True,358,2217,6112,simplemente .......,,[],santicomba,2021-05-15 17:52:30.627785
31125901354,lulac.cab,Lu,False,True,1,107,740,💙💛,,[],santicomba,2021-05-15 17:52:30.627785
1991633844,lucioperassi,Lucio Perassi,False,True,226,3515,3222,"""Que hablemos, aunque hartemos""
Contador Público-@unc_cordoba
Bailarín folklórico-@despertares_ballet
✈🇦🇷 🇧🇷 🇨🇱 🇲🇽 🇵🇾 🇪🇸 🇫🇷 🇵🇹 🇵🇪
📍San Luis-Argentina",,[],santicomba,2021-05-15 17:52:30.627785
47634979302,finsta__nicol,finsta_nicol,False,False,0,12,63,,,[],santicomba,2021-05-15 17:52:30.627785
2214402355,victorianataliaq_,,False,True,1386,79,215,"Clase 95.
🌅 Correntina
🇦🇷 ARG
𝓬𝓾𝓪𝓷𝓭𝓸 𝓾𝓷𝓪 𝓶𝓾𝓳𝓮𝓻 𝓮𝓼 𝓽𝓸𝓭𝓸 𝓽𝓮𝓻𝓻𝓮𝓷𝓸 𝓵𝓸 𝓺𝓾𝓮 𝓼𝓸𝓫𝓻𝓪𝓷 𝓼𝓸𝓷 𝓬𝓪𝓶𝓲𝓷𝓸𝓼 !😉",,[],santicomba,2021-05-15 17:52:30.627785
35713151835,jeny.ssosa,Jeny Sosa,False,True,0,145,101,Hay quien se pinta la cara y otros pintados están♻️👩‍🎨,,[],santicomba,2021-05-15 17:52:30.627785
1054003015,ivalu03,Ivalú,False,False,505,1233,2093,,,[],santicomba,2021-05-15 17:52:30.627785
5539229802,solth24,SolTH,False,True,184,152,2193,"La máxima victoria, es la que se gana sobre uno mismo ☯️                                                       Animalista 🐶🐩🐕🐬🐳🐴🐷🦊🐘🕊",,[],santicomba,2021-05-15 17:52:30.627785
605677751,vitolo_1234,Victor Madrid 🎗️,False,True,108,1170,1821,"C.C.R. Alt Berguedà⚽
Crossfit🏋🏽
21🔰
Bagà 🏠
No more excuses🔥",,[],santicomba,2021-05-15 17:52:30.627785
403279809,lutycardozo,Luciana Cardozo 🧿,False,True,76,557,1679,🌱🌼🏋🏻‍♀️✈️🇺🇾,,[],santicomba,2021-05-15 17:52:30.627785
2033391384,florencia__medeiros,Florencia Medeiros,False,True,868,5646,1983,"📍Montevideo 
📚📚 en Udelar
2️⃣3️⃣♌
Fluir, no forzar 💫💫
https://www.facebook.com/florencia.medeiros",,[],santicomba,2021-05-15 17:52:30.627785
1242050962,denisli1708,Denis Li,False,False,175,322,1563,"कला. I’m an amateur artist who try to capture everything: people, emotions, animals, forests, water, light.....the very essence of life.....Leo ♌️",,[],santicomba,2021-05-15 17:52:30.627785
4821330226,rubenmendez._,Rubén Méndezc,False,True,81,135,394,,,[],santicomba,2021-05-15 17:52:30.627785
384422860,valeizquii,Vale Izquierdo,False,True,497,806,905,,,[],santicomba,2021-05-15 17:52:30.627785
1546274888,nativarini,Nati Varini,False,True,325,413,1602,,,[],santicomba,2021-05-15 17:52:30.627785
1627158023,ger1492,Germán Perugorría Pans,False,True,5,147,2176,Twitter: @gpp1492,,[],santicomba,2021-05-15 17:52:30.627785
15605525515,tatianaosorio925,Tatiana Osorio,False,True,400,811,1248,"Francesca Catalina💜
Como voy a huir de mi locura si con ella me siento libre.",,[],santicomba,2021-05-15 17:52:30.627785
6425294526,senon19,ＡＧＵＳＴＩＮ ＳＥＮＡ,False,True,86,3252,2348,"Periodista en proceso, retomando FCEA 📚 
CEO: @mrphone_uy 📱
~ Create yourself ~",,[],santicomba,2021-05-15 17:52:30.627785
47832812156,fkn.bby00,~𝓕𝓾𝓬𝓴𝓲𝓷𝓰*𝓑𝓫𝔂 *~,False,False,0,16,234,"FB|®📌👣
| | 𝒆𝒔𝒕𝒐 𝒏𝒐 𝒆𝒔 𝒖𝒏 𝒄𝒖𝒆𝒏𝒕𝒐☠️🇦🇴 | |",,[],santicomba,2021-05-15 17:52:30.627785
35865230592,lugardeescucha,Luis Jiménez,False,False,39,461,812,"Psicólogo clínico 
🛋Acompañamiento telemático y presencial
👂🏼Atención a la niñez, adolescencia y adultez
🙋🏽‍♂️Especialista en @caracasmedicalcenter",,[],santicomba,2021-05-15 17:52:30.627785
1951394941,robertlom,Robert Lombardo,False,True,5,171,253,♌️,,[],santicomba,2021-05-15 17:52:30.627785
4843744331,camimachadop,Camila Machado,False,True,34,719,560,,,[],santicomba,2021-05-15 17:52:30.627785
11229328298,javiermourino,Javier Mourino,False,False,81,1312,4348,"📍 Buenos Aires, Argentina
▫️BOOKS
▫️CAMPAÑAS
▫️FOTOS DE PRODUCTOS",,[],santicomba,2021-05-15 17:52:30.627785
45908580229,aki.store.uy,🌈 Un Poco Aesthetic Uruguay 🌈,False,False,25,110,90,"ᴀᴄᴄᴇꜱᴏʀɪᴏꜱ ᴘᴀʀᴀ ᴛᴏᴅᴏꜱ ʟᴏꜱ ᴇꜱᴛɪʟᴏꜱ
-ᴄᴏʟʟᴀʀᴇꜱ ᴋᴀɴᴅɪ 🍭
-ʜɪᴘᴘɪᴇ ᴄʀᴀꜰᴛꜱ🌈
-ᴅᴀʀᴋ ꜰᴀꜱʜɪᴏɴ💀 
ꜱᴛᴏᴄᴋ ʟɪᴍɪᴛᴀᴅᴏ - ᴘᴇᴅɪᴅᴏꜱ ᴘᴇʀꜱᴏɴᴀʟɪᴢᴀᴅᴏꜱ",,[],santicomba,2021-05-15 17:52:30.627785
8514542346,carola.ps.27,Carola Ps,False,False,3,630,2170,,,[],santicomba,2021-05-15 17:52:30.627785
